Dataset,Training_Release,%Training,%Defective_training,%Defective_testing,Classifier,Balancing,Feature_Selection,TP,FP,TN,FN,Precision,Recall,ROC_Area,Kappa
BOOKKEEPER,5,0.646074646074646,0.3570717131474104,0.6883408071748879,IBk,Oversampling,CFS with Best First,274,99,40,33,0.7345844504021448,0.8925081433224755,0.6839102008295643,0.20719653101349356
BOOKKEEPER,5,0.646074646074646,0.3570717131474104,0.6883408071748879,IBk,Undersampling,CFS with Best First,267,95,44,40,0.7375690607734806,0.8697068403908795,0.6836641436036839,0.20886658082148582
BOOKKEEPER,5,0.646074646074646,0.3570717131474104,0.6883408071748879,IBk,Smote,CFS with Best First,265,95,44,42,0.7361111111111112,0.8631921824104235,0.67379842054695,0.20067502158499245
BOOKKEEPER,5,0.646074646074646,0.3570717131474104,0.6883408071748879,Naive Bayes,No sampling,No selection,1,0,139,306,1.0,0.003257328990228013,0.4949031003210461,0.0020328473024555293
BOOKKEEPER,5,0.646074646074646,0.3570717131474104,0.6883408071748879,Naive Bayes,No sampling,CFS with Best First,307,139,0,0,0.6883408071748879,1.0,0.5402127809153329,0.0
BOOKKEEPER,5,0.646074646074646,0.3570717131474104,0.6883408071748879,Naive Bayes,Oversampling,CFS with Best First,307,139,0,0,0.6883408071748879,1.0,0.5338035760316828,0.0
BOOKKEEPER,5,0.646074646074646,0.3570717131474104,0.6883408071748879,Naive Bayes,Undersampling,CFS with Best First,307,139,0,0,0.6883408071748879,1.0,0.532784196095892,0.0
BOOKKEEPER,5,0.646074646074646,0.3570717131474104,0.6883408071748879,Naive Bayes,Smote,CFS with Best First,307,139,0,0,0.6883408071748879,1.0,0.5334403486982401,0.0
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,Random Forest,No sampling,No selection,380,107,74,93,0.7802874743326489,0.8033826638477801,0.6825306904325278,0.21741315559597466
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,Random Forest,Oversampling,No selection,373,113,68,100,0.7674897119341564,0.7885835095137421,0.6597888171188955,0.16799856656513154
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,Random Forest,Undersampling,No selection,396,121,60,77,0.7659574468085106,0.8372093023255814,0.6864436475768867,0.18238644256146694
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,Random Forest,Smote,No selection,385,119,62,88,0.7638888888888888,0.813953488372093,0.6873956058075292,0.16522993821451035
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,Random Forest,No sampling,CFS with Best First,397,103,78,76,0.794,0.8393234672304439,0.7275063366544801,0.28330741634117385
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,Random Forest,Oversampling,CFS with Best First,382,107,74,91,0.7811860940695297,0.8076109936575053,0.6843294826720241,0.22252242515940776
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,Random Forest,Undersampling,CFS with Best First,392,111,70,81,0.7793240556660039,0.828752642706131,0.6859589081097497,0.2271121342311621
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,Random Forest,Smote,CFS with Best First,385,108,73,88,0.7809330628803245,0.813953488372093,0.6843937252520061,0.2249404423590872
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,IBk,No sampling,No selection,341,83,98,132,0.8042452830188679,0.7209302325581395,0.6743426816020931,0.242133517306801
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,IBk,Oversampling,No selection,366,85,96,107,0.811529933481153,0.773784355179704,0.6791199934589374,0.2931719673515339
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,IBk,Undersampling,No selection,381,89,92,92,0.8106382978723404,0.8054968287526427,0.70326936329763,0.31218695889646847
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,IBk,Smote,No selection,367,88,93,106,0.8065934065934066,0.7758985200845666,0.7021188370924977,0.28108248999897995
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,IBk,No sampling,CFS with Best First,347,70,111,126,0.8321342925659473,0.733615221987315,0.7146753413617091,0.31663627930780786
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,IBk,Oversampling,CFS with Best First,375,100,81,98,0.7894736842105263,0.7928118393234672,0.658188592853889,0.24114813469134228
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,IBk,Undersampling,CFS with Best First,384,108,73,89,0.7804878048780488,0.8118393234672304,0.6611963136439559,0.222359033788433
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,IBk,Smote,CFS with Best First,369,102,79,104,0.7834394904458599,0.7801268498942917,0.6588485393573406,0.21585472324078925
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,Naive Bayes,No sampling,No selection,3,5,176,470,0.375,0.006342494714587738,0.49734269328256225,-0.011869474863683425
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,Naive Bayes,Oversampling,No selection,9,17,164,464,0.34615384615384615,0.019027484143763214,0.49581839206662537,-0.04249875724937859
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,Naive Bayes,Undersampling,No selection,3,4,177,470,0.42857142857142855,0.006342494714587738,0.5026047446065434,-0.00877975125122845
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,Naive Bayes,Smote,No selection,5,5,176,468,0.5,0.010570824524312896,0.4932078072255382,-0.009529341887984506
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,Naive Bayes,No sampling,CFS with Best First,473,181,0,0,0.7232415902140673,1.0,0.5772020604347471,0.0
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,Naive Bayes,Oversampling,CFS with Best First,473,181,0,0,0.7232415902140673,1.0,0.5542440984429935,0.0
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,Naive Bayes,Undersampling,CFS with Best First,473,181,0,0,0.7232415902140673,1.0,0.5798827280903601,0.0
BOOKKEEPER,6,0.7895752895752896,0.4172779136104319,0.7232415902140673,Naive Bayes,Smote,CFS with Best First,473,181,0,0,0.7232415902140673,1.0,0.579403828857767,0.0
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Random Forest,No sampling,No selection,26,17,207,51,0.6046511627906976,0.33766233766233766,0.8015132189239332,0.3061224489795918
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Random Forest,Oversampling,No selection,42,36,188,35,0.5384615384615384,0.5454545454545454,0.7137639146567718,0.3831076985249545
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Random Forest,Undersampling,No selection,36,28,196,41,0.5625,0.4675324675324675,0.7817717996289425,0.362620837808808
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Random Forest,Smote,No selection,35,28,196,42,0.5555555555555556,0.45454545454545453,0.7440572820037106,0.35045317220543815
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Random Forest,No sampling,CFS with Best First,31,20,204,46,0.6078431372549019,0.4025974025974026,0.7963821892393321,0.35235052487448654
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Random Forest,Oversampling,CFS with Best First,30,25,199,47,0.5454545454545454,0.38961038961038963,0.7727852504638218,0.30676220331392745
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Random Forest,Undersampling,CFS with Best First,35,23,201,42,0.603448275862069,0.45454545454545453,0.8019190630797773,0.38286597482888063
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Random Forest,Smote,CFS with Best First,56,106,118,21,0.345679012345679,0.7272727272727273,0.6809485157699443,0.1865037985997319
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Random Forest,No sampling,Wrapper with Best First,47,61,163,30,0.4351851851851852,0.6103896103896104,0.7478548237476809,0.29861982434127987
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Random Forest,Oversampling,Wrapper with Best First,59,94,130,18,0.38562091503267976,0.7662337662337663,0.7455936920222634,0.26180257510729615
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Random Forest,Undersampling,Wrapper with Best First,54,87,137,23,0.3829787234042553,0.7012987012987013,0.7464923469387755,0.24585459183673486
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Random Forest,Smote,Wrapper with Best First,51,89,135,26,0.36428571428571427,0.6623376623376623,0.7269538497217068,0.2089265717485203
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,IBk,No sampling,No selection,31,24,200,46,0.5636363636363636,0.4025974025974026,0.6481621057513914,0.3260188087774296
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,IBk,Oversampling,No selection,31,29,195,46,0.5166666666666667,0.4025974025974026,0.5743854359925789,0.29446510610369736
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,IBk,Undersampling,No selection,35,29,195,42,0.546875,0.45454545454545453,0.613056586270872,0.3441460794844255
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,IBk,Smote,No selection,36,27,197,41,0.5714285714285714,0.4675324675324675,0.6529452690166976,0.3690116529995683
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,IBk,No sampling,CFS with Best First,34,48,176,43,0.4146341463414634,0.44155844155844154,0.6161294063079777,0.2225312934631433
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,IBk,Oversampling,CFS with Best First,51,82,142,26,0.38345864661654133,0.6623376623376623,0.6434948979591837,0.23918741808650057
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,IBk,Undersampling,CFS with Best First,47,66,158,30,0.415929203539823,0.6103896103896104,0.6350301484230055,0.2737508796622098
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,IBk,Smote,CFS with Best First,46,89,135,31,0.34074074074074073,0.5974025974025974,0.6083024118738405,0.16042954767328355
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,IBk,No sampling,Wrapper with Best First,44,68,156,33,0.39285714285714285,0.5714285714285714,0.6321022727272727,0.23309200070633934
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,IBk,Oversampling,Wrapper with Best First,59,106,118,18,0.3575757575757576,0.7662337662337663,0.6518147031539888,0.21310507674144027
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,IBk,Undersampling,Wrapper with Best First,57,91,133,20,0.38513513513513514,0.7402597402597403,0.6783395176252319,0.2564262346159838
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,IBk,Smote,Wrapper with Best First,53,88,136,24,0.375886524822695,0.6883116883116883,0.6812384044526901,0.23214285714285723
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Naive Bayes,No sampling,No selection,29,9,215,48,0.7631578947368421,0.37662337662337664,0.7352736549165121,0.403504502311998
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Naive Bayes,Oversampling,No selection,25,9,215,52,0.7352941176470589,0.3246753246753247,0.6620767625231911,0.3483229813664596
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Naive Bayes,Undersampling,No selection,27,9,215,50,0.75,0.35064935064935066,0.6647147495361782,0.3761986722399805
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Naive Bayes,Smote,No selection,28,10,214,49,0.7368421052631579,0.36363636363636365,0.6882247217068646,0.38257483572645434
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Naive Bayes,No sampling,CFS with Best First,31,11,213,46,0.7380952380952381,0.4025974025974026,0.7038497217068646,0.41545432864297627
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Naive Bayes,Oversampling,CFS with Best First,31,12,212,46,0.7209302325581395,0.4025974025974026,0.7167207792207793,0.40816326530612235
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Naive Bayes,Undersampling,CFS with Best First,30,9,215,47,0.7692307692307693,0.38961038961038963,0.662917439703154,0.41694915254237286
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Naive Bayes,Smote,CFS with Best First,32,13,211,45,0.7111111111111111,0.4155844155844156,0.6882537105751392,0.4140037593984962
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Naive Bayes,No sampling,Wrapper with Best First,36,17,207,41,0.6792452830188679,0.4675324675324675,0.7101982838589982,0.43625678119348993
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Naive Bayes,Oversampling,Wrapper with Best First,34,17,207,43,0.6666666666666666,0.44155844155844154,0.6704545454545454,0.4112277498858969
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Naive Bayes,Undersampling,Wrapper with Best First,36,18,206,41,0.6666666666666666,0.4675324675324675,0.6701936456400742,0.4292463442069742
ZOOKEEPER,1,0.07722007722007722,0.42083333333333334,0.2558139534883721,Naive Bayes,Smote,Wrapper with Best First,38,22,202,39,0.6333333333333333,0.4935064935064935,0.6910946196660482,0.4261649529643404
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Random Forest,No sampling,No selection,13,110,307,9,0.10569105691056911,0.5909090909090909,0.7187159363418356,0.10305101042185337
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Random Forest,Oversampling,No selection,16,147,270,6,0.09815950920245399,0.7272727272727273,0.7174078918683235,0.0928649568493983
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Random Forest,Undersampling,No selection,15,148,269,7,0.09202453987730061,0.6818181818181818,0.7076520601700458,0.081006982429129
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Random Forest,Smote,No selection,15,153,264,7,0.08928571428571429,0.6818181818181818,0.6728798779158491,0.07600831382041107
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Random Forest,No sampling,CFS with Best First,12,116,301,10,0.09375,0.5454545454545454,0.6877588838020493,0.08143744395363503
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Random Forest,Oversampling,CFS with Best First,13,154,263,9,0.07784431137724551,0.5909090909090909,0.6674296926095488,0.05376671118575037
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Random Forest,Undersampling,CFS with Best First,14,152,265,8,0.08433734939759036,0.6363636363636364,0.6981687377370831,0.06630509916520456
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Random Forest,Smote,CFS with Best First,16,158,259,6,0.09195402298850575,0.7272727272727273,0.7157728362764334,0.08154309333061191
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Random Forest,No sampling,Wrapper with Best First,11,101,316,11,0.09821428571428571,0.5,0.7007303248310442,0.08775835838064489
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Random Forest,Oversampling,Wrapper with Best First,15,145,272,7,0.09375,0.6818181818181818,0.7034009156311315,0.08413626506354839
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Random Forest,Undersampling,Wrapper with Best First,14,138,279,8,0.09210526315789473,0.6363636363636364,0.7044364508393285,0.08040402881000876
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Random Forest,Smote,Wrapper with Best First,15,151,266,7,0.09036144578313253,0.6818181818181818,0.684434270765206,0.0779762854256395
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,IBk,No sampling,No selection,16,113,304,6,0.12403100775193798,0.7272727272727273,0.7448223239590146,0.13812218500981643
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,IBk,Oversampling,No selection,20,172,245,2,0.10416666666666667,0.9090909090909091,0.7417702201874864,0.1065755924115184
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,IBk,Undersampling,No selection,19,165,252,3,0.10326086956521739,0.8636363636363636,0.775452365380423,0.10427749034467686
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,IBk,Smote,No selection,18,159,258,4,0.1016949152542373,0.8181818181818182,0.7644429910616961,0.10073768740653255
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,IBk,No sampling,CFS with Best First,9,123,294,13,0.06818181818181818,0.4090909090909091,0.5910725964682799,0.03388459173436028
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,IBk,Oversampling,CFS with Best First,11,152,265,11,0.06748466257668712,0.5,0.5700348811859604,0.033575084748051834
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,IBk,Undersampling,CFS with Best First,11,157,260,11,0.06547619047619048,0.5,0.5945062132112492,0.02980872951143166
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,IBk,Smote,CFS with Best First,12,153,264,10,0.07272727272727272,0.5454545454545454,0.6144538914323087,0.04377747785068086
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,IBk,No sampling,Wrapper with Best First,15,112,305,7,0.11811023622047244,0.6818181818181818,0.7260736865053412,0.12674055129298104
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,IBk,Oversampling,Wrapper with Best First,16,167,250,6,0.08743169398907104,0.7272727272727273,0.69647918029213,0.07317281524962467
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,IBk,Undersampling,Wrapper with Best First,16,149,268,6,0.09696969696969697,0.7272727272727273,0.7131567473294091,0.09070864458193574
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,IBk,Smote,Wrapper with Best First,15,150,267,7,0.09090909090909091,0.6818181818181818,0.6775670372792675,0.07897585289912203
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Naive Bayes,No sampling,No selection,8,59,358,14,0.11940298507462686,0.36363636363636365,0.7389906256812732,0.11283669684134806
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Naive Bayes,Oversampling,No selection,8,53,364,14,0.13114754098360656,0.36363636363636365,0.736592544146501,0.1285811631558681
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Naive Bayes,Undersampling,No selection,8,50,367,14,0.13793103448275862,0.36363636363636365,0.7302158273381295,0.1373126995824124
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Naive Bayes,Smote,No selection,8,60,357,14,0.11764705882352941,0.36363636363636365,0.7428057553956835,0.11041130401445821
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Naive Bayes,No sampling,CFS with Best First,10,66,351,12,0.13157894736842105,0.45454545454545453,0.7056899934597777,0.1370028731286855
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Naive Bayes,Oversampling,CFS with Best First,10,66,351,12,0.13157894736842105,0.45454545454545453,0.7019293655984303,0.1370028731286855
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Naive Bayes,Undersampling,CFS with Best First,10,65,352,12,0.13333333333333333,0.45454545454545453,0.6820361892304339,0.13950054731054126
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Naive Bayes,Smote,CFS with Best First,10,68,349,12,0.1282051282051282,0.45454545454545453,0.7081970787006758,0.1321538005337551
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Naive Bayes,No sampling,Wrapper with Best First,9,65,352,13,0.12162162162162163,0.4090909090909091,0.7207870067582298,0.11947130220119276
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Naive Bayes,Oversampling,Wrapper with Best First,11,74,343,11,0.12941176470588237,0.5,0.7291802921299324,0.13688617491268223
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Naive Bayes,Undersampling,Wrapper with Best First,10,66,351,12,0.13157894736842105,0.45454545454545453,0.7127752343579682,0.1370028731286855
ZOOKEEPER,2,0.17406692406692406,0.3290203327171904,0.05011389521640091,Naive Bayes,Smote,Wrapper with Best First,10,71,346,12,0.12345679012345678,0.45454545454545453,0.7184434270765206,0.12522507382421416
ZOOKEEPER,3,0.3153153153153153,0.20408163265306123,0.15945330296127563,Random Forest,No sampling,No selection,1,3,366,69,0.25,0.014285714285714285,0.533894696089818,0.009960533734260705
ZOOKEEPER,3,0.3153153153153153,0.20408163265306123,0.15945330296127563,Random Forest,Oversampling,No selection,1,3,366,69,0.25,0.014285714285714285,0.5177700348432056,0.009960533734260705
ZOOKEEPER,3,0.3153153153153153,0.20408163265306123,0.15945330296127563,Random Forest,Undersampling,No selection,1,3,366,69,0.25,0.014285714285714285,0.5935540069686411,0.009960533734260705
ZOOKEEPER,3,0.3153153153153153,0.20408163265306123,0.15945330296127563,Random Forest,Smote,No selection,1,3,366,69,0.25,0.014285714285714285,0.528319783197832,0.009960533734260705
ZOOKEEPER,3,0.3153153153153153,0.20408163265306123,0.15945330296127563,Random Forest,No sampling,CFS with Best First,1,2,367,69,0.3333333333333333,0.014285714285714285,0.6847657762291909,0.014481297625446945
ZOOKEEPER,3,0.3153153153153153,0.20408163265306123,0.15945330296127563,Random Forest,Oversampling,CFS with Best First,3,5,364,67,0.375,0.04285714285714286,0.6384436701509872,0.04570980013284263
ZOOKEEPER,3,0.3153153153153153,0.20408163265306123,0.15945330296127563,Random Forest,Undersampling,CFS with Best First,2,5,364,68,0.2857142857142857,0.02857142857142857,0.6575300038714673,0.023641958382841836
ZOOKEEPER,3,0.3153153153153153,0.20408163265306123,0.15945330296127563,Random Forest,Smote,CFS with Best First,2,5,364,68,0.2857142857142857,0.02857142857142857,0.6536778939217963,0.023641958382841836
ZOOKEEPER,3,0.3153153153153153,0.20408163265306123,0.15945330296127563,IBk,No sampling,No selection,1,3,366,69,0.25,0.014285714285714285,0.6642857142857143,0.009960533734260705
ZOOKEEPER,3,0.3153153153153153,0.20408163265306123,0.15945330296127563,IBk,Oversampling,No selection,1,3,366,69,0.25,0.014285714285714285,0.6267324816105304,0.009960533734260705
ZOOKEEPER,3,0.3153153153153153,0.20408163265306123,0.15945330296127563,IBk,Undersampling,No selection,1,3,366,69,0.25,0.014285714285714285,0.6257065427797135,0.009960533734260705
ZOOKEEPER,3,0.3153153153153153,0.20408163265306123,0.15945330296127563,IBk,Smote,No selection,1,3,366,69,0.25,0.014285714285714285,0.5999419279907084,0.009960533734260705
ZOOKEEPER,3,0.3153153153153153,0.20408163265306123,0.15945330296127563,IBk,No sampling,CFS with Best First,1,5,364,69,0.16666666666666666,0.014285714285714285,0.6590205187766164,0.0011683679744182514
ZOOKEEPER,3,0.3153153153153153,0.20408163265306123,0.15945330296127563,IBk,Oversampling,CFS with Best First,4,8,361,66,0.3333333333333333,0.05714285714285714,0.5314750290360046,0.053383064281135234
ZOOKEEPER,3,0.3153153153153153,0.20408163265306123,0.15945330296127563,IBk,Undersampling,CFS with Best First,1,6,363,69,0.14285714285714285,0.014285714285714285,0.5820557491289199,-0.003107577003930253
ZOOKEEPER,3,0.3153153153153153,0.20408163265306123,0.15945330296127563,IBk,Smote,CFS with Best First,1,5,364,69,0.16666666666666666,0.014285714285714285,0.6009485094850948,0.0011683679744182514
ZOOKEEPER,3,0.3153153153153153,0.20408163265306123,0.15945330296127563,Naive Bayes,Oversampling,No selection,1,1,368,69,0.5,0.014285714285714285,0.702710027100271,0.019088355464760398
ZOOKEEPER,4,0.45656370656370654,0.19027484143763213,0.7589134125636672,Random Forest,No sampling,No selection,34,0,142,413,1.0,0.07606263982102908,0.6370718719475691,0.03817913669918112
ZOOKEEPER,4,0.45656370656370654,0.19027484143763213,0.7589134125636672,Random Forest,Oversampling,No selection,97,19,123,350,0.8362068965517241,0.21700223713646533,0.655591265715096,0.04634427804811698
ZOOKEEPER,4,0.45656370656370654,0.19027484143763213,0.7589134125636672,Random Forest,Undersampling,No selection,81,13,129,366,0.8617021276595744,0.18120805369127516,0.6433421558433374,0.04851393571541219
ZOOKEEPER,4,0.45656370656370654,0.19027484143763213,0.7589134125636672,Random Forest,Smote,No selection,78,15,127,369,0.8387096774193549,0.174496644295302,0.645595046790812,0.037212984956452894
ZOOKEEPER,4,0.45656370656370654,0.19027484143763213,0.7589134125636672,Random Forest,No sampling,CFS with Best First,53,2,140,394,0.9636363636363636,0.1185682326621924,0.6014194788417305,0.05380758433803366
ZOOKEEPER,4,0.45656370656370654,0.19027484143763213,0.7589134125636672,Random Forest,Oversampling,CFS with Best First,124,20,122,323,0.8611111111111112,0.27740492170022374,0.6151258783123799,0.07902882436874037
ZOOKEEPER,4,0.45656370656370654,0.19027484143763213,0.7589134125636672,Random Forest,Undersampling,CFS with Best First,110,16,126,337,0.873015873015873,0.24608501118568232,0.6252560103349403,0.07532032038709736
ZOOKEEPER,4,0.45656370656370654,0.19027484143763213,0.7589134125636672,Random Forest,Smote,CFS with Best First,96,15,127,351,0.8648648648648649,0.21476510067114093,0.6232630683429435,0.06038495737224757
ZOOKEEPER,4,0.45656370656370654,0.19027484143763213,0.7589134125636672,Random Forest,Oversampling,Wrapper with Best First,15,2,140,432,0.8823529411764706,0.03355704697986577,0.33448341053029584,0.009577757285992118
ZOOKEEPER,4,0.45656370656370654,0.19027484143763213,0.7589134125636672,Random Forest,Undersampling,Wrapper with Best First,16,3,139,431,0.8421052631578947,0.035794183445190156,0.3390994738002962,0.007231404958677684
ZOOKEEPER,4,0.45656370656370654,0.19027484143763213,0.7589134125636672,Random Forest,Smote,Wrapper with Best First,21,2,140,426,0.9130434782608695,0.04697986577181208,0.35507451870057033,0.01629544071050621
ZOOKEEPER,4,0.45656370656370654,0.19027484143763213,0.7589134125636672,IBk,No sampling,No selection,53,2,140,394,0.9636363636363636,0.1185682326621924,0.5905016227116615,0.05380758433803366
ZOOKEEPER,4,0.45656370656370654,0.19027484143763213,0.7589134125636672,IBk,Oversampling,No selection,129,17,125,318,0.8835616438356164,0.28859060402684567,0.6092415792292908,0.09800094170137098
ZOOKEEPER,4,0.45656370656370654,0.19027484143763213,0.7589134125636672,IBk,Undersampling,No selection,114,14,128,333,0.890625,0.2550335570469799,0.6209786684311687,0.08856463746917408
ZOOKEEPER,4,0.45656370656370654,0.19027484143763213,0.7589134125636672,IBk,Smote,No selection,114,18,124,333,0.8636363636363636,0.2550335570469799,0.6178435264832844,0.07301489084085495
ZOOKEEPER,4,0.45656370656370654,0.19027484143763213,0.7589134125636672,IBk,No sampling,CFS with Best First,63,2,140,384,0.9692307692307692,0.14093959731543623,0.5945977880707061,0.06614693294120542
ZOOKEEPER,4,0.45656370656370654,0.19027484143763213,0.7589134125636672,IBk,Oversampling,CFS with Best First,135,23,119,312,0.8544303797468354,0.30201342281879195,0.5978432113936415,0.08265262002947563
ZOOKEEPER,4,0.45656370656370654,0.19027484143763213,0.7589134125636672,IBk,Undersampling,CFS with Best First,126,16,126,321,0.8873239436619719,0.28187919463087246,0.6230425055928411,0.09764834775176955
ZOOKEEPER,4,0.45656370656370654,0.19027484143763213,0.7589134125636672,IBk,Smote,CFS with Best First,128,16,126,319,0.8888888888888888,0.28635346756152125,0.6295806156851624,0.10050920164293888
