Version ID,Version Name,File,LOC,LOCAdded,AVGLocAdded,MaxLocAdded,LocTouched,Churn,maxChurn,avgChurn,NumAuthors,NunRev,Bugginess
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,170,56,18,42,94,18,38,6,2,3,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,134,2,1,1,4,0,0,0,2,2,Yes
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,68,0,0,0,0,0,0,0,0,0,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,158,60,12,42,107,13,34,2,3,5,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,308,438,36,139,707,169,122,14,3,12,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,112,9,3,4,19,-1,0,0,2,3,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,96,31,15,28,35,27,27,13,1,2,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,95,36,18,30,53,19,15,9,1,2,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,71,0,0,0,0,0,0,0,0,0,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,210,127,25,54,131,123,54,24,2,5,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,285,74,18,36,110,38,36,9,1,4,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,636,153,25,50,161,145,50,24,3,6,Yes
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java,24,0,0,0,0,0,0,0,0,0,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,81,3,3,3,5,1,1,1,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,280,203,29,129,388,18,123,2,3,7,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,141,49,9,25,120,-22,4,-4,3,5,Yes
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,80,97,24,72,102,92,72,23,2,4,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,433,128,25,102,297,-41,4,-8,3,5,Yes
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java,81,98,24,72,103,93,72,23,2,4,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,213,78,15,53,121,35,35,7,3,5,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,171,135,67,96,225,45,90,22,2,2,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,225,236,59,145,320,152,109,38,2,4,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,97,109,36,64,109,109,64,36,1,3,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,540,752,376,691,903,601,691,300,2,2,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,519,627,48,394,689,565,394,43,3,13,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java,62,72,36,65,75,69,65,34,1,2,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java,63,90,45,81,103,77,81,38,1,2,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,83,102,51,98,110,94,98,47,1,2,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,303,367,183,341,397,337,341,168,1,2,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java,180,214,214,214,214,214,214,214,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,71,79,79,79,79,79,79,79,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java,24,25,25,25,25,25,25,25,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java,74,84,84,84,84,84,84,84,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,30,34,34,34,34,34,34,34,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java,29,33,33,33,33,33,33,33,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java,98,104,104,104,104,104,104,104,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,161,172,172,172,172,172,172,172,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java,62,70,70,70,70,70,70,70,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java,121,140,140,140,140,140,140,140,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,137,154,154,154,154,154,154,154,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,219,13,13,13,14,12,12,12,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,247,62,31,41,76,48,34,24,1,2,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,156,4,4,4,4,4,4,4,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,561,141,14,49,165,117,46,11,3,10,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,76,3,3,3,5,1,1,1,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java,48,0,0,0,0,0,0,0,0,0,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,114,1,1,1,2,0,0,0,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java,4086,4114,587,1493,4140,4088,1493,584,2,7,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,492,33,16,31,37,29,31,14,2,2,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,629,89,12,43,145,33,30,4,3,7,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,122,4,4,4,6,2,2,2,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,454,577,144,234,651,503,234,125,1,4,Yes
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,297,415,69,269,505,325,269,54,2,6,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,247,293,48,267,313,273,267,45,2,6,Yes
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,127,142,47,139,148,136,139,45,2,3,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,50,56,56,56,56,56,56,56,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,63,81,27,63,88,74,63,24,2,3,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,340,466,58,289,575,357,289,44,1,8,Yes
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,164,0,0,0,0,0,0,0,0,0,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,137,0,0,0,0,0,0,0,0,0,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,83,0,0,0,0,0,0,0,0,0,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java,45,46,23,45,47,45,45,22,1,2,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java,150,171,85,166,174,168,166,84,2,2,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,65,77,77,77,77,77,77,77,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,648,0,0,0,0,0,0,0,0,0,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,82,33,33,33,33,33,33,33,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,231,13,4,9,22,4,5,1,3,3,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java,47,0,0,0,0,0,0,0,0,0,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,43,15,15,15,20,10,10,10,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,120,42,21,33,42,42,33,21,2,2,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ReflectionUtils.java,144,152,76,129,152,152,129,76,1,2,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,32,0,0,0,0,0,0,0,0,0,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,120,2,2,2,5,-1,0,-1,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java,40,47,47,47,47,47,47,47,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,115,64,32,60,68,60,58,30,2,2,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,39,43,43,43,43,43,43,43,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,225,182,45,90,215,149,88,37,2,4,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,57,63,31,32,64,62,32,31,1,2,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,38,45,45,45,45,45,45,45,1,1,No
3,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,84,94,94,94,94,94,94,94,1,1,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieAccessor.java,33,35,35,35,35,35,35,35,1,1,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieInitializationTest.java,254,292,97,257,301,283,257,94,2,3,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java,498,17,5,11,31,3,3,1,2,3,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java,242,14,7,9,52,-24,0,-12,2,2,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CookieTest.java,318,64,21,37,94,34,30,11,3,3,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CreateNewLogTest.java,96,103,51,102,104,102,102,51,1,2,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java,204,55,27,51,67,43,43,21,2,2,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/IndexCorruptionTest.java,119,16,5,10,45,-13,0,-4,2,3,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/LedgerCacheTest.java,342,186,31,83,204,168,79,28,3,6,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/TestLedgerDirsManager.java,68,82,41,80,84,80,80,40,2,2,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/UpgradeTest.java,231,25,8,17,31,19,17,6,3,3,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java,193,145,36,70,157,133,62,33,2,4,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java,64,0,0,0,0,0,0,0,0,0,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java,816,304,33,179,390,218,172,24,3,9,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieWriteLedgerTest.java,201,232,116,230,234,230,230,115,2,2,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ClientUtil.java,32,6,6,6,6,6,6,6,1,1,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerHandleAdapter.java,30,32,32,32,32,32,32,32,1,1,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerRecoveryTest.java,309,214,71,139,221,207,139,69,2,3,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/RoundRobinDistributionScheduleTest.java,54,65,32,64,66,64,64,32,2,2,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/SlowBookieTest.java,180,211,105,208,214,208,208,104,2,2,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java,358,37,12,28,46,28,28,9,2,3,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerChecker.java,388,465,116,371,468,462,371,115,2,4,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerFragmentReplication.java,305,353,70,188,366,340,188,68,2,5,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestReadTimeout.java,88,2,1,1,5,-1,0,0,2,2,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestSpeculativeRead.java,298,683,136,333,1024,342,333,68,2,5,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/GcLedgersTest.java,163,47,7,22,83,11,6,1,3,6,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerLayoutTest.java,128,32,10,21,50,14,17,4,2,3,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerManagerTestCase.java,75,32,16,29,53,11,22,5,2,2,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java,291,96,24,77,128,64,57,16,2,4,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestZkVersion.java,59,69,23,59,73,65,59,21,2,3,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/MetastoreScannableTableAsyncToSyncConverter.java,51,59,59,59,59,59,59,59,1,1,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/MetastoreTableAsyncToSyncConverter.java,105,131,131,131,131,131,131,131,1,1,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/TestMetaStore.java,538,662,165,649,676,648,649,162,2,4,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestBKStats.java,39,47,15,45,51,43,45,14,1,3,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestPerChannelBookieClient.java,103,114,57,81,114,114,81,57,1,2,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java,101,1,1,1,2,0,0,0,1,1,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorBookieTest.java,275,352,58,277,395,309,277,51,2,6,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorLedgerCheckerTest.java,343,441,63,352,493,389,352,55,2,7,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorPeriodicCheckTest.java,233,295,147,276,317,273,276,136,2,2,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AutoRecoveryMainTest.java,63,69,69,69,69,69,69,69,1,1,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieAutoRecoveryTest.java,368,418,418,418,418,418,418,418,1,1,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieLedgerIndexTest.java,205,280,70,233,330,230,233,57,2,4,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/ReplicationTestUtil.java,54,59,59,59,59,59,59,59,1,1,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestAutoRecoveryAlongWithBookieServers.java,87,99,99,99,99,99,99,99,1,1,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestLedgerUnderreplicationManager.java,670,820,68,359,878,762,359,63,3,12,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestReplicationWorker.java,481,674,56,431,790,558,431,46,3,12,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java,214,13,6,12,26,0,0,0,2,2,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java,40,0,0,0,0,0,0,0,0,0,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookKeeperClusterTestCase.java,504,288,20,148,364,212,129,15,2,14,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java,225,2,2,2,4,0,0,0,1,1,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java,335,78,19,39,112,44,39,11,3,4,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieJournalRollingTest.java,228,3,3,3,6,0,0,0,1,1,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java,906,98,19,52,325,-129,24,-25,2,5,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieZKExpireTest.java,98,22,7,20,27,17,17,5,3,3,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/CloseTest.java,81,2,2,2,4,0,0,0,1,1,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java,172,1,1,1,2,0,0,0,1,1,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java,106,1,1,1,2,0,0,0,1,1,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConfigurationTest.java,57,2,2,2,4,0,0,0,1,1,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerCreateDeleteTest.java,66,1,1,1,2,0,0,0,1,1,Yes
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java,136,13,4,6,27,-1,3,0,2,3,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LoopbackClient.java,103,0,0,0,0,0,0,0,0,0,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/MultiLedgerManagerMultiDigestTestCase.java,55,64,32,63,64,64,63,32,1,2,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/MultiLedgerManagerTestCase.java,49,56,28,55,56,56,55,28,1,2,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java,57,4,2,3,7,1,1,0,2,2,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/PortManager.java,52,55,55,55,55,55,55,55,1,1,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ReadOnlyBookieTest.java,162,187,62,166,187,187,166,62,2,3,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/TestBackwardCompat.java,531,655,131,506,693,617,506,123,3,5,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ZooKeeperUtil.java,124,32,6,20,80,-16,6,-3,2,5,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/util/TestDiskChecker.java,86,97,48,96,98,96,96,48,2,2,No
3,4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/util/TestUtils.java,48,52,52,52,52,52,52,52,1,1,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java,64,0,0,0,0,0,0,0,0,0,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java,40,0,0,0,0,0,0,0,0,0,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java,44,0,0,0,0,0,0,0,0,0,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java,83,28,14,26,30,26,25,13,1,2,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java,360,63,21,35,64,62,34,20,2,3,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java,116,4,4,4,6,2,2,2,1,1,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java,117,5,2,3,9,1,2,0,1,2,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java,165,5,5,5,9,1,1,1,1,1,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java,41,0,0,0,0,0,0,0,0,0,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java,133,0,0,0,0,0,0,0,0,0,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java,149,12,6,9,15,9,9,4,1,2,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java,51,10,10,10,22,-2,0,-2,1,1,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java,162,35,11,20,39,31,18,10,2,3,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java,64,0,0,0,0,0,0,0,0,0,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java,31,0,0,0,0,0,0,0,0,0,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java,32,0,0,0,0,0,0,0,0,0,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/NoResponseHandlerException.java,31,34,34,34,34,34,34,34,1,1,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ResubscribeException.java,30,34,34,34,34,34,34,34,1,1,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java,33,0,0,0,0,0,0,0,0,0,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java,34,0,0,0,0,0,0,0,0,0,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/AbstractResponseHandler.java,140,156,156,156,156,156,156,156,1,1,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/CloseSubscriptionResponseHandler.java,77,84,84,84,84,84,84,84,1,1,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java,100,75,25,41,129,21,27,7,2,3,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java,81,13,6,11,20,6,8,3,1,2,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java,65,18,9,11,36,0,3,0,2,2,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,167,163,23,97,485,-159,20,-22,2,7,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java,78,26,13,17,51,1,2,0,2,2,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/CleanupChannelMap.java,170,183,91,139,183,183,139,91,1,2,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/FilterableMessageHandler.java,60,71,35,70,72,70,70,35,1,2,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannel.java,48,54,54,54,54,54,54,54,1,1,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java,144,160,160,160,160,160,160,160,1,1,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,103,105,11,29,448,-238,29,-26,2,9,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,133,119,19,45,329,-91,40,-15,2,6,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,386,273,30,73,807,-261,46,-29,2,9,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/NetUtils.java,194,222,55,198,225,219,198,54,2,4,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/SubscriptionEventEmitter.java,40,50,50,50,50,50,50,50,1,1,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/VoidCallbackAdapter.java,37,42,21,25,42,42,25,21,2,2,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java,566,624,312,621,624,624,621,312,1,2,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java,344,402,134,363,427,377,363,125,1,3,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java,357,384,192,378,385,383,378,191,1,2,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ClientChannelPipelineFactory.java,60,24,24,24,34,14,14,14,1,1,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/DefaultServerChannel.java,80,92,92,92,92,92,92,92,1,1,No
3,4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelHandler.java,253,284,142,261,284,284,261,142,1,2,No
